Duygu,Yorum
0,bende sony xperia vardi oyle lanet telefon gormedim bidaha sony yanindan bile gecmem oyle lanet markanin
0,tv oled devri basladi
1,vedo kardesim saatte vitamin takviyesi yapmiyorum
0,sony kapinin onunden bile gecmiyeceksin servis berbat herseyde kullanici hatasindan deyip garanti disi birakiyorlar
1,para degmez
0,aga artik bunu evlenirken dusunurum
0,yok yayin
0,samsung var bende serii vidyo oynatmiyor
0,tkrar tkrar
1,sony inc lere lere bakar misin
1,sony inc lere bakar misin
0,bizdede donma oluyor ksyseri
1,iyi yayinlar
0,ps nekadar
1,lg serisi var telefon
1,hocam lutfen samsung galaxy pro bakarmisin
1,ps konsolu fiyat dostum
1,lg bakarmisin
0,krds prime gostersene fiyat
1,yeni version varmi
1,bisikletler icin bisey varmidir acaba
0,casper via nasil varmi vestel zeonmu caspermi daha iyi
1,abi rica etsem tablet fiyatlari nedir
1,casper via kadar fiyati
1,tp link nesini begeniyorsun
1,philips inc fiyatini israrla bakarmisiniz
1,lg v fiyati kadar
0,pahali ya
1,teknosa pahali
0,fiyatlariniz kazik resmen arada
1,kolay gelsin iyi yayinlar
0,iyi yayinlar hafif donma var
1,iyi yayinlar kardesim
1,kolay gelsin iyi yayinlar
1,merhaba konuyla ilgili yardimci olabilmemiz icin iletisim soyad telefon bilgilerinizi ozel mesaj yoluyla paylasabilir misiniz
1,samsung asus htc markalarin size uygun modelini alin bakin keyfinize
1,merhaba konuyla ilgili yardimci olabilmemiz icin iletisim soyad telefon bilgilerinizi ozel mesaj yoluyla paylasabilir misiniz
0,ben aldim ariza yapti sattiklari urunun arkasinda durmuyorlar garanti kapsamindaki telefonu yapmadilar daha teknosanin kapisindan girmem
1,merhaba konuyla ilgili yardimci olabilmemiz icin iletisim soyad telefon bilgilerinizi ozel mesaj yoluyla paylasabilir misiniz
0,malatyadan disnep urunu aldim elsa bavul defolu oldugu icin odeme yaptim ama urunum hafta yada hafta icinde gelecek dendi gun oldu hala urunumden haber yok agustosta malatyadan ayrilacagimi belirttigim halde kimsenin umurumda degil malatya teknosa sorumsuz yoksa butun teknosa boyle ayrica avm evim arasi uzak olmasina ragmen yada kez sirf mesele icin teknosaya gittim kadarda aradim yarin tuketici haklarina gidecegim artik
0,s aldim teknosa ama arizasi giderilmiyor mudur teknisyenin garantorlugu
0,gecen hafta carsamba aldiginiz iademin hala odemesini yapamadiniz teknosa gordugum kotu internet alisveris musteri hizmetlerine sahipsiniz yeter artik iademi yapin
1,bugun aynisini yaptim icradaki arkadasim hakem heyeti karari nuhsasini getir parani fazlasini alirsin dedi tsk ismail bey
0,teknosadan elektronik esya almak asla kimseye tavsiye etmiyorum attiginiz kazigi daha unutmadim
0,arkadaslar bugun servisten mrdaj geldi servisin adi auno service com siteyi kontrol ettim ingilizce zannediyorum turkce ulasim merrkezi yok hadi hayirlisi
0,baskan vodafone hic yaklasmayin son ayi atlatayim ilk isim operator degistirmek olacak ulan istanbulun ortasinda telefon cekmez interneti bukadar kotu olur
0,kasalari saglam nokia ruhu olmayan telefon bulussun nokia connecting people desin istiyor insan ama yok
1,sadece teknosa degil vodafone bayileride satiyor
0,nokia strateji yatar hata ettiler cihazlar para etmez ben hic begenmedim hem pahali hem dusuk ozellikleri var
1,uzun sure yoktum demisler oldu simdi yazsinlar kral geri dondu nokia
1,nokia karalama calismasi
1,valla iyisi lenovo adamlar tastan bile saglam telefon yapmis
0,nokia kaldi artik yaa nokia cok gec kaldi piyasaya girmekle nokianin yeniden ayaga kalkmasi zor artik ztn lumia yla akilli telefon sektorunde basarizligini kanitlamisti
0,fiyatlari alemde
0,cin pazarinda yok satan telefonlar xiaomi oneplus sacma telefonlara kimse para vermez dedikleri gibi islemciler giris seviyesi kendini samsungla tutuyor bari garantisi iyi olsa oda cop
1,bende vodafone smart var yildir kullaniyorum sikintilari oluyor oluyor tabii donma fln ama daha hic servise gitmedi
1,super telefon yapmis nokia sarji super kamerasi harika iyiki almisim hizli
1,super var bizde dehset telefon kafa tutar
1,nokia eski devri kalmadi ama eskiden berli gelen saglamligi vardir
0,yav anlamiyorum arkadas geri tusunu niye saga koymuyorsunuz
1,tum markalar ayni aslinda ama nokia yeni cikiyor biraz farkli olmasi gerekiyor liraya daha iyi ozelliklere sahip birsuru marka var
0,samsung kalitesiss
1,ooo reise ilk kirmizi hali teknosa gelmis
1,fiyat turkiyede yuksek dogru yurt disinda civari burda vergilerle filan
0,bu cihazlara fiyat abarti sen kendini samsung birmi tutuyorsun demezlermi nokia
0,lumiadan yedigimiz kazik yetmedi
0,hic urunun sorununu satici cozemezsiniz yasal olarakta cozmek zorunda degil servis sikintinizi giderecektir vodafone satisini yapmakla mukellef tamir degil
1,modeli demedim baslayan modeli dedim baslayan suru modeli var gibi ibrahim halil gunduz
1,nokia amiral gemisi gelecek
1,nokia orta segment basarili telefon cikarmis kaliteli tasarimi hos olmus zaten cin pazarinda yok satan telefon
0,ne vodafone nede nokia yaklasmayin aldigimin gununde servise gitti yazilimdandir diye soylediler ama yapilmayinca merkez servise gonderdiler artik bekliyorum sonuc cikacak yine yazarim
1,harika
1,merhaba konuyla ilgili yardimci olabilmemiz icin iletisim soyad telefon bilgilerinizi ozel mesaj yoluyla paylasabilir misiniz
0,kac paraa
1,kucugunu kullaniyorum harika disko donuyor
1,merhaba konuyla ilgili bilgi almak icin teknoasist merkezi iletisime gecebilirsiniz ilginize tesekkur ederiz
1,benim hoparlorum jbl tavsiye ederim
0,isimiz gucumuz yok sahile dinlenmek icin gelenlerin kafasinida sisirelim yani bildigin kekoluk yapin diyorsunuz hangi kafayla dusunuyorsunuz anlamiyoruzki
0,teknosaya telefon almaya gittim askerim calismiyorum dedim sudan sebepden bahane ureetip telefon vermediler ulkemde bayrak inmesin ezan dinmesin vatan aski yanip tutusan yuce milettimiz rahat uyusun diye saatlerce nobet tutacak askere telefonu gorduler dicemi bilmiyorum sorun bizdemi
1,fiyat kadar
1,merhaba konuyla ilgili yardimci olabilmemiz icin iletisim soyad telefon bilgilerinizi ozel mesaj yoluyla paylasabilir misiniz
0,teknosa urun almayin musteri memnuniyetsizligi tavan yapti mart ayindan beri uygulamasi gereken hakem heyeti kararini uygulamiyor uygulayacagina dair bilgi veriyor islemleri baslatiyorum benden yine elinde olan belgelerden istiyor tek kelimeyle yuh
0,vallahi iste bisey vardir arkadasim gununde gelmedi arkadasin tel hemen degerinde ceki verdiler yeni tel aldi arkadas
0,gorseli hazirlayan grafiker hic kamp yapmamis nasilda belli
1,ucude varmi teknosa da
1,merhaba konuyla ilgili yardimci olabilmemiz icin iletisim soyad telefon bilgilerinizi ozel mesaj yoluyla paylasabilir misiniz
1,promotorlerin yanli satis taktiklerinden biktim baska marka alacagim mudahale etmeye calisiyor kullanmiyorum artik teknosa firmasini
1,hayirli olsun
0,bu odulu alma icin nasil teknoloji uretiyorsunuz merak ettim
1,tebrikler
1,sabanci guveni teknosa uretici firma garantisi birlestimi turk lokumu mubarek
1,merhaba konuyla ilgili yardimci olabilmemiz icin iletisim soyad telefon bilgilerinizi ozel mesaj yoluyla paylasabilir misiniz
1,nokia modeline bakin lutfen son modeline
0,nokia pahali yaa
0,kazik
1,tesekkurler
0,cevap verecekmisimiz
1,harddisk varmi
1,oyuncu mouseleri gosteririmisin begenrsem direkt gelip alicam
0,abi preo goseteririmisn
1,oyuncu mouseleri gosteririmisin begenrsem direkt gelip alicam
1,playstation pro normal fiyati nedir
1,abi preo sete bakarmisnnnn
0,harddisk varmi
1,asus zenfone max varmi
1,samsung varmi
0,tesekkur ederim babam icin
1,nokia varmi
1,teknosada
1,usta ekran karti varmi
1,iyi
1,yildir kullaniyoruz
0,teknosadan mal almayin arkasinda durmuyorlar ustune tuketici hakem heyetine itiraz edip insanlari ugrastiriyolar
1,merhaba konuyla ilgili bilgi almak icin teknoasist merkezi iletisime gecebilirsiniz ilginize tesekkur ederiz
0,hep ariyor sunuz ama malin arkasinda durmuyor sun
0,tlik teli kaskoyla beraber tlye verdiler tel kirildi yenisini vermediler buraya elini veren kolunu alamiyor buraya tesviye etmiyorum
0,snap nedir azindan falan olsaydi
0,kasasi boka yaramaz kullandim ayrica isiniyor oyun oynayan biriyseniz
1,ben aldim super kacirma hemen al
0,arkadaslar ben gun once almis oldugum nokia marka tlf umu servise verdim verdigim serviste yapilamadi simdi merkeze gonderecekler sebeple bence nokiadan uzak durulmali ben vodafone almistim vodafone nokia pismanliktir
1,casper daha iyi bundan
0,pahali
0,kimya diye bisey cikarttin kendini rezil ettin samsung galaxiyle isi goturdu piyasada fark atti
1,kulaniyorum memlunum tek sikintim hasas telefon
0,benim niyetim var sen kulaniyonmu
0,telefonuna uretilen islemci islemcili telefon uretilmiyor artik
1,veririm
0,evet mesela benim bulundugum ulkede hic yok
0,sercan tasa her daha koy diyen yuzunden nokia ayfon plusa ciktik neyse daha bekleciler gelmeden alalim ayfonu bari
0,niye begendiysem teknosayi
0,kusura bakmayinda senelerce tuslu telefonlari lcd ekran fiyatina satti hic kullanmadim kullanmamda son cirpinislari
1,merhaba belirttiginiz urunle ilgili detayli bilgiye adresimizden ulasabilirsiniz ilginize tesekkur ederiz
0,zaten nokiya geride bitane cikarsaydi bizde vavv deseydik tane getek var
0,lenovo bakin gorun farki
1,plus ram rom alinir bide tas gibi cihaz
0,bence pahali
1,suya toza dayanikli saglam telefon bekliyoruz zira biz nokia sekilde tanidik
1,merhaba konuyla ilgili yardimci olabilmemiz icin iletisim soyad telefon bilgilerinizi ozel mesaj yoluyla paylasabilir misiniz
0,kullanilmis urunde gondermekten vaz gecmiyorsunuz
1,merhaba konuyla ilgili yardimci olabilmemiz icin iletisim soyad telefon bilgilerinizi ozel mesaj yoluyla paylasabilir misiniz
1,merhaba konuyla ilgili yardimci olabilmemiz icin iletisim soyad telefon bilgilerinizi ozel mesaj yoluyla paylasabilir misiniz
1,buyuk
0,bilgisayar almistim tesir urununu diye sattilar actigimda icinde magaza icinde cekilmis video buldum
1,merhaba konuyla ilgili yardimci olabilmemiz icin iletisim soyad telefon bilgilerinizi ozel mesaj yoluyla paylasabilir misiniz
1,merhaba konuyla ilgili bilgi almak icin teknoasist merkezi iletisime gecebilirsiniz ilginize tesekkur ederiz
1,carla zeiss nokia anlasma saglandi bundan sonra olucak
1,hayaller nokia guzel
1,daha ustun ozelliklerde telefonlar arasi var
0,nokia kapatsin bence dukkani
0,yanlis dusunce
1,ben aldim yekrar alacagim
1,teknosa kredilerine nasil basvuru yapabiliriz
1,ismi yeter
0,arka kamerada yanlis yazilmis
0,magaza gorsel tasarim olarak guzel olmus teknolojiyle ilgili alisveris yaptigim zaman ilk adresim teknosadir magazadan ziyade calisan arkadaslarin guler yuzlu ilgili olmasi tercihimdeki buyuk etkendir
0,e hani yenilenme inidirimi insen boylesine buyuk birolayi indirimlerle kutlamaz
1,hattimi teknosa mobile tasiyarak guzel indirim aldim mazaya calisan tum personele tsk ederim
1,aldim bile
1,bizde gittik siyahini aldik
0,neymis efendim aramislar ulasamamislar rezil firma lira icin musteri memnuniyetini kaybeden firmadir teknosa rafda dir kasada neymis fiyati degismis mazaret mazaret guven benim icin artik
1,bol kazanclar
1,guzel
1,merhaba konuyla ilgili yardimci olabilmemiz icin iletisim soyad telefon bilgilerinizi ozel mesaj yoluyla paylasabilir misiniz
0,batman teknosa hem bilgisiz hemde kaba elemanlariyla musteri kaybetmede oncu
0,aradim yine ayni yere bagliyor turlu teknosa magazasiyla iletisime gecemedim
0,su mersin forum exxtra teknosa magazasina ulasabilecegim numara var stok sormam gerekiyor urun ilgili numarayi aradim ama istedigim bilgiye ulasamadim ulasabilecegim baska numara var
1,samsung book nekadar
0,bu icin annecigim bizimkine uymaz
0,dalga geciyorsunuz yukarida hepsini belirttim gursan aksoy telefon salonumda koli var saat icinde montaj icin soz verdiniz servisten begum hanim hafta sonraya gun veriyor lutfen cozun
1,merhaba konuyla ilgili yardimci olabilmemiz icin iletisim soyad telefon bilgilerinizi ozel mesaj yoluyla paylasabilir misiniz
1,bimeks saglami
0,al benden kadar urunu satip parayi aldilarmi bitti ben urunumu bile alamadim simdi paramin iadesini bekliyorum isallah aliriz paramizi yoksa mahkemelik olucaz
1,bende kutulu oyun sevdasindan vazgectim sadec resident evil liraya satip indirimle tane kaliteli oyun aldim storeden mantikli davranin kutulu oyunlara vermeyin somurulmeyin
1,spot pes alinabiliyor
0,teknosa internet magazasindan aldigim luxell set ustu ocak musteri hizmetlerini arayip lpg ayarli istememe ragmen dogal gaza ayarli geldi teslim almadan gonderdim degisim istedigimde bastan savmaya calistilar telefon konusmalarim kanittir biktim teknosa ilgisizliginden acilen siparisimin dogru sekilde ulastirilmasini istiyorum musteri magduriyetini ozel olarak ilke edinmediyseniz siparisimi dogru duzgun gonderin artik
0,indirim yok neyin reklami yaz indirimleri diye sey var insan indirime sokar nedir
0,tlyi ona vermekten ise lik banknot yapar yelpaze haline getirir kendimi yellerim hem param cebimde kalir hemide serinlemis olurum zaten yarin yagmur yagacak gerek var
0,teknosadan alinan makinalar rivayete gore estirmiyormus
0,bizimki selfie cekersen nebze yuzune bakiyor yoksa kendine hayri yok garibimin
1,senki gercek esti
1,ne guzel esiyo
0,esmiyorrrrrrr
0,fiyatlar kazik alinca kullanmaya kiyamazsiniz
0,kazik fiyatlari gorunce fena eser
0,daha ugramam teknosa telefon aldim alirken kasko yapalim dediler krilmaya calintiya garanti dediler telefon calindi garanti kabull etmediler neymis sokakta parkta cafe kapkacda garati olmuyormus
0,kac yil once kulaklik almistim eve geldim taktim baktim ses yok gittim geri garantisi var sonucta teknosa kulakligi degistirmedi garanti kapsaminda tamir icinde almadi bursa kentmeydani magazanin ortasina attim ciktim gun bugundur nerde teknosa reklami gorsem cinlerim tepeme cikiyor sizlerde bilin istedim
1,sessizlik
1,televizyon fiyatlari nekadar lg
1,lg televizyon fiyatlari kadar acaba
1,merhaba
0,ekran karti islemci rem turkiye kac magaza haricinde turkiye bulmak zor
0,bilgisayar parcalari satiyor bence satsa daha kazanir teknosa magzalai bos gibi
1,ps pro nekadar
1,fiat soylermisiniz
1,bulasik makinasi varmi
1,ps pro kadar fiyati
0,yayinim dondu vantilator tanittinizmi
1,lg varmi
1,kolay gelsin canim benim
1,ininal kart fiyati nekadar
1,kardesim onerirsiniz telefon almayi dusunuyorum
1,sony ekranli telefon
0,parmak izi acamiyorum
1,huawei lite aldim bilgilendirirmisin
1,sony xperya fiyati
1,avrupa turkiye arasindaki fiyat farklari sizce normalmi
1,oyuncu kulakliklari mevcudmu
0,yayin dondu
1,yasasin aliexspress
1,ps oyun fiyatlarinda degisiklikler varmi
0,teknosa alisveris yapmiyorum yillar once garantili urunu almadiklari icin reklami sacma buldum ama paranizi bosa sactiginiz icin sevindim
0,teknosa bugun hemen teslim secenegi aldigim urunu saatler gecmesine ragmen hemen teslim alamadim sitenizde urun hala ayni magaza icin hemen teslim secenegi satiliyor magazada sefer musteri hizmetlerini aramama ragmen maalesef hic sekilde sorunumu cozemediler bugun resmen paramla eziyet cektim ayipdir yaa ozelden bigililerimi yolladim size bakalim cozum bulacaksiniz
1,ayyy ayni annem biriyle konustugu hemen dur bak kime vercem diyo telefonu agzima doluyo sinir olurum bende
0,seker tadinda bayram gecirmeniz dileklerimle hayirli bayramlar
1,mutlu bayramlar dileriz
0,herseyi pahali satiyorsunuz dunya sizin etrafinizda donmuyorr
1,cunku bana lazim yuzden
0,teknosada iphone tlydi ben gttm media marketten tlye aldm kazik
1,olsn d
1,mcquenin
0,utu modelleri gormek istiyoruz
0,yazsak olcak ilgi alakaniz
1,merhaba konuyla ilgili yardimci olabilmemiz icin iletisim soyad telefon bilgilerinizi ozel mesaj yoluyla paylasabilir misiniz
0,gormeyeli teknosaninda kalitesi baya dusmus artik online alisveris degilde magaza alisverisi yapacam galiba gunde gelmesi gereken urunum gunde elime ulasiyorsa cinden urun siparisi vereyim gunde geliyor kere iletisime gecmeme ragmen hicbir sekilde bana geri donus yapilmiyorsa firmadan hayir gelmez ayriyetten nezaketende olsa ozur dileseydiniz sitenizde gunu ibaresini gune cevirin bence
1,samsung vazgecmem
1,bu evde samsung var
1,abi adimi soylermisin
1,lg alin kardesim gerisi yalan samsung kotusu sakin almayin
0,teknosa kazik bosa nefes tuketme
1,her butceye gore bulabilirsiniz
0,beyler bosuna kasko yapmayin ben telefon aldim kasko yaptim tamiri gecti adamlarin umrunda degil hakem heyetine verdim kazandim hala parami vermiyorlar hukuk burosuna bildirdik diolar bekletiolar hersey paranizi alana kadar teknosa pismanliktir
0,calisanlar alem magazaya girmek itemiyorum
0,ucuz urunlere baktigimizda kimse ilgilenmiyor binlik urun baktigimizda hemen yanimizdalar ilgi forum magazasi
0,asla kere cihaz aldim kesinlikle berbat ayni zamanda ilgi yok herkes kendi aleminde
1,merhaba konuyla ilgili yardimci olabilmemiz icin iletisim soyad telefon bilgilerinizi ozel mesaj yoluyla paylasabilir misiniz
0,internet magazasindan pro aldim ancak musteri hizmetleri hediye urunleri sepete eklenemedigi icin dualshock kol hediyesini gondermedi magazanin vadettigi hediyeyi kesinlikle almaniz mumkun degil dedi halbuki alisveris sirasinda ekleme secenegi cikmadi sadece hediye oyun sepete atabildim herhalde hediye kolu yaninda gonderirler diye dusundum urun geldiginde hayal kirikligi yasadim durumda benim hatam olmadigi halde hediye urunun gonderilmemesini anlayamiyorum musteri hizmetleri olayi cozemedik hep ezberledikleri ifadeleri soyleyip duruyorlar yani her sey urunu satana kadar
0,teknosa eskisi gibi degil hic gitmiyorum bile urunleri var nede yeni cikan urunler
1,merhaba konuyla ilgili bilgi almak icin teknoasist merkezi iletisime gecebilirsiniz ilginize tesekkur ederiz
0,teknosa gun evvel lenovo note telefon aldim gunluk telefon kendi kendine ariza verdi ben asgari ucretle calisan birisiyim degisim talebiyle kuruma basvurdum yillardir her alisverisimi teknosa yaptim servise ilettiklerini soylediler parca degisimi bekleniyormus benim muhatabim teknosa degil kimine gore kimine gore harcamalarim oldu ama hep memnun kaldim taki olaya kadar vermisim ben telefona siz olsaniz parca degisimi ister misiniz bende istemiyorum degisim istiyorum teknosa satan tarafim sorumlulugumuz yok gibi davraniyor ben isterdim musteri memnuniyetine onem veriyorlardir benim istegimi kirmazlar haziran dogum gunumdu benim dogum gunumu sekilde kutlarlar diye dusunuyordum sag olsun subedeki arkadaslar servisle temasa geciyor ancak teknosa yakismadi yillarca calisanin emekcinin yaninda olan sakip sabanci nerede simdi gordugum muamele nerede
